"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5478","fetch-all-InvalidToken","FamaEMR - Test pack","Sun Feb 23 20:10:59 GMT 2025","passed","Sun Feb 23 20:11:05 GMT 2025","Diagnosis > FetchAll","DOCTOR","",""
"","161","Update Patient (upi)-EmptyFields","FamaEMR - Test pack","Sun Feb 23 20:11:31 GMT 2025","failed","Sun Feb 23 20:11:31 GMT 2025","Users(Patient) > Users(Patient)-Update(upi)","RECEPTIONIST","",""
"","179","Update Patient (upi)-EmptyFields","FamaEMR - Test pack","Sun Feb 23 20:10:52 GMT 2025","passed","Sun Feb 23 20:10:52 GMT 2025","Users(Patient) > Users(Patient)-Update(upi)","DOCTOR","",""
"","197","Unique Patient Appointment (patient upi)-SuperAdmin-Successful","FamaEMR - Test pack","Sun Feb 23 20:09:28 GMT 2025","failed","Sun Feb 23 20:09:28 GMT 2025","Appointment > Appointment-Patient upi","SUPER_ADMIN","",""
"","161","Get Unique Appointment-ExpiredToken","FamaEMR - Test pack","Sun Feb 23 20:11:36 GMT 2025","passed","Sun Feb 23 20:11:36 GMT 2025","Appointment > Appointment > Appointment-GetUnique","RECEPTIONIST","",""
"","160","Get otherservice by plan_code-NoCode","FamaEMR - Test pack","Sun Feb 23 20:12:02 GMT 2025","passed","Sun Feb 23 20:12:02 GMT 2025","Services > Otherservice by plan_code","RECEPTIONIST","",""
"","162","Fetch Sponsors-ExpiredToken","FamaEMR - Test pack","Sun Feb 23 20:11:15 GMT 2025","passed","Sun Feb 23 20:11:15 GMT 2025","Sponsors > FetchSponsor","DOCTOR","",""
"","193","Login(staff)- Doctor- InvalidEmail","FamaEMR - Test pack","Sun Feb 23 20:10:42 GMT 2025","failed","Sun Feb 23 20:10:43 GMT 2025","Authentication > Authntication-Login(ClinicalStaff)","DOCTOR","",""
"","259","Create-Service-Successful","FamaEMR - Test pack","Sun Feb 23 20:11:57 GMT 2025","failed","Sun Feb 23 20:11:58 GMT 2025","Services > Service-Create","RECEPTIONIST","",""
"","161","Get otherservice by plan_code-ExpiredCode","FamaEMR - Test pack","Sun Feb 23 20:10:41 GMT 2025","passed","Sun Feb 23 20:10:42 GMT 2025","Services > Otherservice by plan_code","SUPER_ADMIN","",""
"","164","Get Unique Plan by Name- NotFound","FamaEMR - Test pack","Sun Feb 23 20:11:57 GMT 2025","failed","Sun Feb 23 20:11:57 GMT 2025","Sponsors > Get Unique Plan by Name","RECEPTIONIST","",""
"","161","Get Unique Plan by Name-ExpiredToken","FamaEMR - Test pack","Sun Feb 23 20:11:17 GMT 2025","passed","Sun Feb 23 20:11:17 GMT 2025","Sponsors > Get Unique Plan by Name","DOCTOR","",""
"","257","Create-Service-NotPermitted","FamaEMR - Test pack","Sun Feb 23 20:11:17 GMT 2025","passed","Sun Feb 23 20:11:18 GMT 2025","Services > Service-Create","DOCTOR","",""
"","323","Login(staff)- Receptionist- InvalidPassword","FamaEMR - Test pack","Sun Feb 23 20:11:23 GMT 2025","failed","Sun Feb 23 20:11:23 GMT 2025","Authentication > Authntication-Login(NonClinicalStaff)","RECEPTIONIST","",""
"","196","Add Generic Name","FamaEMR - Test pack","Sun Feb 23 20:11:13 GMT 2025","failed","Sun Feb 23 20:11:13 GMT 2025","Drugs-AddGeneric","DOCTOR","",""
"","6","Get Encounter","FamaEMR - Test pack","Sun Feb 23 20:12:03 GMT 2025","broken","Sun Feb 23 20:12:03 GMT 2025","","Encounter Billing","",""
"","379","Register Patient-Doctor-Self-Successful","FamaEMR - Test pack","Sun Feb 23 20:10:46 GMT 2025","passed","Sun Feb 23 20:10:47 GMT 2025","Users(Patient) > Users(Patient)-Register","DOCTOR","",""
"","1833","Forgot- Successful-Successful","FamaEMR - Test pack","Sun Feb 23 20:10:43 GMT 2025","passed","Sun Feb 23 20:10:45 GMT 2025","Authentication > Authentication-ForgotPassword","DOCTOR","",""
"","164","Update unique sponsor-NotPermitted","FamaEMR - Test pack","Sun Feb 23 20:09:32 GMT 2025","passed","Sun Feb 23 20:09:32 GMT 2025","Sponsors > Update-Unique-sponsor","SUPER_ADMIN","",""
"","160","Update Patient (upi)-InvalidToken","FamaEMR - Test pack","Sun Feb 23 20:09:21 GMT 2025","passed","Sun Feb 23 20:09:21 GMT 2025","Users (Patient) > Users(Patient)-Update(upi)","SUPER_ADMIN","",""
"","161","Get All Patient- Doctor-InvalidToken","FamaEMR - Test pack","Sun Feb 23 20:10:49 GMT 2025","passed","Sun Feb 23 20:10:50 GMT 2025","Users(Patient) > Users(Patient) - ALL","DOCTOR","",""
"","161","Create Sponsor-InvalidToken","FamaEMR - Test pack","Sun Feb 23 20:09:33 GMT 2025","passed","Sun Feb 23 20:09:33 GMT 2025","Sponsors > CreateSponsorPlan","SUPER_ADMIN","",""
"","162","Update Patient (upi)-ExpiredToken","FamaEMR - Test pack","Sun Feb 23 20:11:31 GMT 2025","passed","Sun Feb 23 20:11:31 GMT 2025","Users(Patient) > Users(Patient)-Update(upi)","RECEPTIONIST","",""
"","160","Get Investigation by plan_code-NoToken","FamaEMR - Test pack","Sun Feb 23 20:12:00 GMT 2025","passed","Sun Feb 23 20:12:00 GMT 2025","Services > Investigation by plan_code","RECEPTIONIST","",""
"","162","Fetch generic Drugs-ExpiredToken","FamaEMR - Test pack","Sun Feb 23 20:11:54 GMT 2025","passed","Sun Feb 23 20:11:55 GMT 2025","Drugs-FetchGenricDrugs","RECEPTIONIST","",""
"","162","Verify Token-InvalidToken","FamaEMR - Test pack","Sun Feb 23 20:11:26 GMT 2025","passed","Sun Feb 23 20:11:26 GMT 2025","Authentication > Authentication-VerifyToken","RECEPTIONIST","",""
"","160","Get Clinical Staff-SuperAdmin-ExpiredToken","FamaEMR - Test pack","Sun Feb 23 20:09:23 GMT 2025","passed","Sun Feb 23 20:09:24 GMT 2025","Users(Staff) > Users(Staff)-Clinical","SUPER_ADMIN","",""
"","165","Fetch Unique Sponsor (uuid)-NoToken","FamaEMR - Test pack","Sun Feb 23 20:10:35 GMT 2025","passed","Sun Feb 23 20:10:35 GMT 2025","Sponsors > Fetch Unique Sponsor (uuid)","SUPER_ADMIN","",""
"","193","Reset Password-InvalidToken","FamaEMR - Test pack","Sun Feb 23 20:10:46 GMT 2025","passed","Sun Feb 23 20:10:46 GMT 2025","Authentication > Authentication-ResetPassword","DOCTOR","",""
"","161","fetch all services-ExpiredToken","FamaEMR - Test pack","Sun Feb 23 20:11:59 GMT 2025","passed","Sun Feb 23 20:11:59 GMT 2025","Services > fetch all services","RECEPTIONIST","",""
"","160","Fetch Sponsors-NoToken","FamaEMR - Test pack","Sun Feb 23 20:11:15 GMT 2025","passed","Sun Feb 23 20:11:15 GMT 2025","Sponsors > FetchSponsor","DOCTOR","",""
"","194","Get Roles - Super Admin - Not Found","FamaEMR - Test pack","Sun Feb 23 20:09:15 GMT 2025","passed","Sun Feb 23 20:09:15 GMT 2025","Roles > Role - Get Roles","SUPER_ADMIN","",""
"","161","Create-Service-InvalidToken","FamaEMR - Test pack","Sun Feb 23 20:10:36 GMT 2025","passed","Sun Feb 23 20:10:36 GMT 2025","Services > Service-Create","SUPER_ADMIN","",""
"","161","Get Investigation by plan_code-ExpireToken","FamaEMR - Test pack","Sun Feb 23 20:11:20 GMT 2025","passed","Sun Feb 23 20:11:20 GMT 2025","Services > Investigation by plan_code","DOCTOR","",""
"","167","Register Patient-SuperAdmin-ExpiredToken","FamaEMR - Test pack","Sun Feb 23 20:09:16 GMT 2025","passed","Sun Feb 23 20:09:16 GMT 2025","Users (Patient) > Users(Patient) - Register","SUPER_ADMIN","",""
"","195","Login(staff)- Doctor-NotFound","FamaEMR - Test pack","Sun Feb 23 20:10:42 GMT 2025","failed","Sun Feb 23 20:10:42 GMT 2025","Authentication > Authntication-Login(ClinicalStaff)","DOCTOR","",""
"","161","UpdateUniqueSponsor-NoToken","FamaEMR - Test pack","Sun Feb 23 20:09:32 GMT 2025","passed","Sun Feb 23 20:09:32 GMT 2025","Sponsors > Update-Unique-sponsor","SUPER_ADMIN","",""
"","169","Register Patient-Receptionist-InvalidEmail","FamaEMR - Test pack","Sun Feb 23 20:11:28 GMT 2025","failed","Sun Feb 23 20:11:28 GMT 2025","Users(Patient) > Users(Patient)-Register","RECEPTIONIST","",""
"","160","Get Investigation by plan_code-ExpireToken","FamaEMR - Test pack","Sun Feb 23 20:12:00 GMT 2025","passed","Sun Feb 23 20:12:01 GMT 2025","Services > Investigation by plan_code","RECEPTIONIST","",""
"","234","Create Role - successful","FamaEMR - Test pack","Sun Feb 23 20:09:13 GMT 2025","passed","Sun Feb 23 20:09:13 GMT 2025","Roles > Role - Create","SUPER_ADMIN","",""
"","160","fetch all services-InvalidToken","FamaEMR - Test pack","Sun Feb 23 20:11:18 GMT 2025","passed","Sun Feb 23 20:11:18 GMT 2025","Services > fetch all services","DOCTOR","",""
"","162","Get Roles - Super Admin - Not Found","FamaEMR - Test pack","Sun Feb 23 20:11:34 GMT 2025","failed","Sun Feb 23 20:11:34 GMT 2025","Role > Role-GetRoles > Role - Get Roles","RECEPTIONIST","",""
